tweet_id,created_at_dt,text_display,rag_context,themes_list,primary_label,sentiment_label,llm_urgency_0_3,llm_severity_0_3,status,summary_1l,author,assigned_to,llm_summary,llm_reply_suggestion,routing_team
1843623763201413306,2024-10-08 12:05:32,"ca faisait longtemps que ca n'était pas arrivé, mais la perte de synchro et blocage en etape 3 sur la ligne <BRAND:freebox> après plusieurs anomalies ces derniers jours, ca exaspère <NL> Ticket ouvert, mais technicien centre d'appel totalement malpoli.","Merci pour votre retour. Bonjour, le délai de livraison pour une Freebox Ultra après migration dépend de la disponibilité des stocks et de la logistique. Généralement, cela prend entre 2 et 5 jours ouvrés. Vous pouvez suivre l'état de votre commande dans votre espace client ou contacter notre servic","[""Freebox""]",Freebox,négatif,3,3,open,Problèmes récurrents de synchronisation et comportement inapproprié du technicien.,mallozhruz,Technique,Problèmes récurrents de synchronisation et comportement inapproprié du technicien.,Nous sommes désolés pour ces désagréments. Notre équipe technique examine votre ticket. Un gestionnaire vous contactera pour résoudre ce problème.,Technique
1843627776680624301,2024-10-08 12:21:29,"""Chez Free, on résout les problèmes en un clin d’œil : on vous explique que c’est toujours la faute de l’opérateur historique ! 🔄 #ServiceClientPremium #ProblèmePasRésolu"" <PARA> <USER> <BRAND:free> <BRAND:freebox> <USER> <URL>","On vérifie les paramètres de ligne. Bonjour, vous pouvez nous envoyer un message privé ici même pour que nous puissions vous aider. 😊. Pouvez-vous nous écrire en message privé avec votre identifiant client?","[""Service après-vente""]",Service après-vente,négatif,2,2,open,Client mécontent de la qualité du SAV Free.,jras_63,SAV Mobile,Client mécontent de la qualité du SAV Free.,"Nous sommes désolés que vous ayez rencontré des difficultés. Pour mieux vous aider, merci de nous envoyer un message privé avec votre identifiant client.",SAV Mobile
1843640660496167219,2024-10-08 13:12:41,"<BRAND:free> Ouais mais faites quelque chose pour ma connexion, la 5G et la WiFi sont pas du tout stables...","Navrés pour la gêne occasionnée. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux? Nous allons examiner immédiatement votre ligne pour identifier la incident et trouver une solution rapidement. (thème: [""['","[""Problème réseau""]",Problème réseau,négatif,2,2,closed,Problèmes de stabilité de la 5G et du WiFi.,JokicIsBae,Technique,Problèmes de stabilité de la 5G et du WiFi.,Désolé pour ces désagréments. Nous avons bien noté votre problème de stabilité. Une équipe technique est en train d'analyser votre ligne. Merci de vérifier que votre Freebox est bien allumée et que les voyants sont normaux.,Technique
1843653838949224635,2024-10-08 14:05:03,A tout les techniciens <BRAND:free> <USER> et autres . Ça vous fait vraiment pas chier de débrancher quelqu'un qui a besoin d'internet pour mettre un autre a la place et ça 5 fois en 1 semaine ?!,"OK, on s’en occupe. Bonjour, nous sommes désolés pour cette désagrément. Pouvez-vous examiner si votre Freebox est bien à jour (paramètres > mise à jour)? Si le incident persiste, un redémarrage complet (bouton arrière pendant 10 secondes) peut aider. Sinon, contactez-nous en MP pour une assistance","[""Freebox""]",Freebox,négatif,3,3,open,Problème de connexion Freebox répété en une semaine.,xXDeeZy21Xx,Technique,Problème de connexion Freebox répété en une semaine.,"Désolé pour ces perturbations répétées. Vérifiez les mises à jour de votre Freebox et redémarrez-la. Si le problème persiste, contactez-nous en MP.",Technique
1843663557327761861,2024-10-08 14:43:40,<BRAND:free> bonjour il est impossible d’avoir un conseiller au téléphone ?,On active une analyse rapide. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. (thème: []). Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client?,"[""Service après-vente""]",Service après-vente,négatif,2,2,open,Client ne parvient pas à joindre un conseiller Free.,fivoire,SAV Mobile,Client ne parvient pas à joindre un conseiller Free.,"Bonjour, nous sommes désolés pour ce contretemps. Pour vous aider rapidement, pourriez-vous nous fournir votre numéro de ligne ou identifiant client ?",SAV Mobile
1843664052272411001,2024-10-08 14:45:38,Fuck <BRAND:free> et leur co de merde,"Merci pour l’alerte — on va régler ça. Bonjour, nous comprenons votre frustration. Transmettez-nous votre identifiant client en message privé, svp.","[""Facturation""]",Facturation,négatif,3,2,open,Client mécontent à cause d'un coût non précisé.,Blessing_blesse,Facturation,Client mécontent à cause d'un coût non précisé.,"Désolé pour ce désagrément. Pour mieux vous aider, pourriez-vous nous transmettre votre identifiant client en message privé ?",Facturation
1843670642262176174,2024-10-08 15:11:49,Mdrr depuis que je suis passée chez <BRAND:free> ma wifi bug constamment c’est insupportable,"On est là pour vous aider, désolés pour le désagrément. Bonjour, pour récupérer votre mot de passe Free Foot, vous pouvez utiliser l'option 'Mot de passe oublié' sur la page de connexion ou contacter notre service cl... Pouvez-vous nous écrire en message privé avec votre identifiant client?","[""Freebox""]",Freebox,négatif,2,2,open,Problèmes de WiFi persistants chez Free,RajahMeow,Technique,Problèmes de WiFi persistants chez Free,Désolé pour ces problèmes de WiFi. Nous pouvons vous aider. Pourriez-vous nous contacter en MP avec plus de détails ?,Technique
1843671826695881085,2024-10-08 15:16:31,"Bonjour <BRAND:freemobile> ça environ 15 jours que je suis sans connexion. 15 jours que votre service client me balade d'excuses en excuses. C'en est assez. Une intervention a été faite, a privé et prive mon logement d'internet. Vous vous bougez un peu le popotin ? <NL> Cordialement.","OK, on s’en occupe. Bonjour, nous sommes désolés pour cette désagrément. Pouvez-vous examiner si votre Freebox est bien à jour (paramètres > mise à jour)? Si le incident persiste, un redémarrage complet (bouton arrière pendant 10 secondes) peut aider. Sinon, contactez-nous en MP pour une assistance","[""Freebox""]",Freebox,négatif,3,3,open,"Problème Freebox non résolu depuis 15 jours, intervention inefficace.",zedanrocks,Technique,"Problème Freebox non résolu depuis 15 jours, intervention inefficace.","Bonjour, nous sommes sincèrement désolés pour ce dysfonctionnement prolongé. Une équipe technique va vous contacter sous 24h pour résoudre ce problème. Merci pour votre patience.",Technique
1843686377206231521,2024-10-08 16:14:21,"<BRAND:freebox> #fibre <BRAND:free> #nice <NL> Bonjour Free, <NL> Comment ont fait quand l'immeuble où j'habite a Nice n'est fibré par aucun opérateur ? Des connexions en ADSL en bas débit, fin 2024 ça pique ! Rue barberis, 06 Nice","Merci pour l’alerte — on va régler ça. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous transmettre votre numéro de client ou d'abonné en message privé pour que nous vérifiions ce débit(s) et apportions une solution rapidement?","[""Problème réseau""]",Problème réseau,négatif,3,3,open,"Client à Nice sans fibre, demande une solution pour son bas débit.",thieumphone,Technique,"Client à Nice sans fibre, demande une solution pour son bas débit.","Bonjour, nous sommes désolés pour cette situation. Pourriez-vous nous transmettre votre numéro de client en message privé afin que nous puissions vérifier votre débit et vous proposer une solution rapidement ?",Technique
1843698547780399167,2024-10-08 17:02:42,<BRAND:freebox> pouvez vous m'expliquer pourquoi il n'y a que les chaînes du groupe Canal+ qui ne fonctionnent pas,"On vérifie les paramètres de ligne. Bonjour, nous n'avons pas encore d'annonce officielle concernant l'arrivée de Canal+ en live via Apple TV avec la Freebox Ultra. Restez à l'affût de nos communi... Pouvez-vous nous transmettre vos coordonnées en DM pour que nous puissions investiguer et résoudre c","[""Freebox""]",Freebox,négatif,2,2,open,Problème de réception des chaînes Canal+ avec la Freebox Ultra.,vmf21462,Freebox,Problème de réception des chaînes Canal+ avec la Freebox Ultra.,"Bonjour, nous sommes désolés pour ce dysfonctionnement. Nous allons vérifier les paramètres de votre ligne. Merci de nous transmettre vos coordonnées en DM pour que nous puissions investiguer et résoudre ce problème rapidement.",Freebox
1843721510550417717,2024-10-08 18:33:57,<BRAND:freebox> ptn ma box saute tous les 5min la vous faites quoi,"On lance les vérifications à l’instant. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous redémarrer votre Freebox en la débranchant puis en la rebranchant après 1 minute? Si le incident... Transmettez-nous votre identifiant client en message privé, svp.","[""Freebox""]",Freebox,négatif,3,2,open,Problème de connexion Freebox récurent,CapasPasca2523,Technique,Problème de connexion Freebox récurent,"Désolé pour ce désagrément. Merci d'avoir suivi nos consignes. Si le problème persiste, transmettez-nous votre identifiant client en MP pour une assistance personnalisée.",Technique
1843729949079023713,2024-10-08 19:07:29,Salut <BRAND:free> <BRAND:freemobile> ^^ <NL> Est-ce que vous trouvez ça normal que ça fait deux jours que la connexion se coupe comme par hasard à la même heure ? ^^ Et sans avertissement (une spécialité de free) ^^,"OK, on s’en occupe. Bonjour, nous sommes désolés pour cette désagrément. Pouvez-vous examiner si votre Freebox est bien à jour (paramètres > mise à jour)? Si le incident persiste, un redémarrage complet (bouton arrière pendant 10 secondes) peut aider. Sinon, contactez-nous en MP pour une assistance","[""Freebox""]",Freebox,négatif,2,2,open,Problème de connexion Freebox à heure fixe depuis 2 jours.,Shiro__Yue,Technique,Problème de connexion Freebox à heure fixe depuis 2 jours.,"Bonjour, désolé pour ces coupures répétées. Merci d'avoir suivi nos conseils. Si le problème persiste, contactez-nous en MP pour une assistance personnalisée.",Technique
1843787552257650795,2024-10-08 22:56:23,<BRAND:freebox> MA BOX POURQUOI JE LAG JSUIS EN RANKED ZEBI,"Merci pour votre message. Bonjour, nous nous excusons pour ce délai. (thème: [""['Support/SAV/Reclamation']""]). Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.","[""Freebox""]",Freebox,négatif,2,2,open,Problème de lag avec la Freebox pendant une partie en ligne.,nesssssyyyyyy,Technique,Problème de lag avec la Freebox pendant une partie en ligne.,Désolé pour ce lag. Contactez-nous en DM avec votre identifiant pour une assistance rapide.,Technique
1843795165796020656,2024-10-08 23:26:38,"<BRAND:freebox> voilà une fois de plus en plein film plus de réseau 😡 même après avoir redémarrer la box, cette dernière reste bloquée sur ""authentification de la freebox en cours"" ça fait 1/2heure..😡 Après on ns dira q la fibre c'est plus fiable q l'adsl.. Conneries😡😡","Merci pour l’alerte — on va régler ça. Bonjour, désolé pour ce désagrément. Pouvez-vous examiner si un redémarrage de la Freebox résout le incident? Si le incident persiste, nous allons analyser cela ensemble. Transmettez en DM votre identifiant client et la référence de votre box/TV.","[""Freebox""]",Freebox,négatif,2,2,open,Problème d'authentification Freebox pendant un film.,MilooGlt,Technique,Problème d'authentification Freebox pendant un film.,"Désolé pour ce problème pendant votre film. Veuillez vérifier les câbles et redémarrer la box. Si ça ne fonctionne pas, envoyez-nous vos infos en MP.",Technique
1843797118290678140,2024-10-08 23:34:23,"Hello <BRAND:free> <BRAND:freemobile> <BRAND:freebox> <USER> <PARA> J'ai remarqué que vos services Free et Free mobile semblait souvent tomber sur cette tranche d'heure <NL> (00h30/1h00) Pendant une 30aine de minutes environ, avez vous une explication ou s'agit t'il d'un défaut matériel ?",On active une analyse rapide. Nous vous présentons nos excuses pour cette situation inacceptable. Un gestionnaire prioritaire va vous contacter dans les 2h pour résoudre ce incident et reprogrammer une intervention en urgence. Pouvez-vous nous confirmer votre numéro de ligne en MP pour accélérer le,"[""Problème réseau""]",Problème réseau,négatif,3,3,open,Problèmes réseau récurrents entre 00h30 et 1h00,Hugo_Miskine,Technique,Problèmes réseau récurrents entre 00h30 et 1h00,Nous sommes désolés pour ces perturbations. Une analyse est en cours. Un gestionnaire vous contactera sous 2h. Merci d'envoyer votre numéro en MP.,Technique
1843912671974080999,2024-10-09 07:13:33,<BRAND:freebox> tous les soirs on va plus avoir de réseau <NL> Lundi coupure à 21H37 <NL> Mardi à 20H52 <NL> Plus de téléphone <NL> Plus d’internet <NL> Code postal 32170 <NL> Laguian Mazous,"On teste votre route vers le réseau. Bonjour, nous sommes désolés pour ce désagrément. Pouvez-vous redémarrer votre Freebox en la débranchant pendant 1 minute? Si le incident persiste, nous vérifions les incidents en cours dans votre secteur. Envoyez un DM avec code postal + modèle d’équipement.","[""Problème réseau""]",Problème réseau,négatif,2,2,open,Problèmes de réseau récurrents le soir dans le 32170.,haeven32170,Technique,Problèmes de réseau récurrents le soir dans le 32170.,"Bonjour, désolé pour ces perturbations. Merci d'avoir partagé les horaires. Nous vérifions les incidents dans votre secteur. Pourriez-vous envoyer un DM avec votre modèle de Freebox ?",Technique
1843954270313628069,2024-10-09 09:58:51,Après 15j sans fibre parce qu'au PM les câbles se sont débranchés tous seuls... <NL> Après la réparation hier... <NL> J'ai à nouveau ma box en étape 2 ce matin. <NL> #free #freebox <USER> <BRAND:freebox>,"On lance les vérifications à l’instant. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous redémarrer votre Freebox en la débranchant puis en la rebranchant après 1 minute? Si le incident... Transmettez-nous votre identifiant client en message privé, svp.","[""Freebox""]",Freebox,négatif,2,2,open,Problème de fibre récurent après réparation.,OlivLiliv,Technique,Problème de fibre récurent après réparation.,Nous sommes désolés pour ces désagréments. Nos équipes techniques sont mobilisées. Veuillez nous transmettre votre identifiant client en MP pour une assistance personnalisée.,Technique
1844082732080693487,2024-10-09 18:29:19,"<BRAND:free> remettez nous la co le soir , après 21h on a plus de co genre mort de rire !","On est là pour vous aider, désolés pour le désagrément. Bonjour! Nous sommes ravis de vous aider. Pouvez-vous nous en dire plus sur votre demande concernant votre fille? 😊. Pouvez-vous nous transmettre vos coordonnées en message privé?","[""Problème réseau""]",Problème réseau,négatif,2,2,open,Problème de connexion réseau après 21h.,AdamRamos512433,Technique,Problème de connexion réseau après 21h.,Désolé pour ce problème de connexion. Nous allons vérifier cela. Pouvez-vous nous transmettre vos coordonnées en MP pour vous aider ?,Technique
1844084344035606900,2024-10-09 18:35:43,"Salut <BRAND:free> , client depuis maintenant quasiment 20 ans, bah ça fait 20 ans que j'ai de l'ADSL. En 2024, est-ce que, habitant en pleine ville (Clermont-Ferrand), je peux oser rêver obtenir un débit meilleur que 15mbps ? <NL> Pitié, faites quelque chose dans mon quartier ! :'(","Bonne nouvelle, on s’en occupe rapidement. Merci pour votre retour positif! Nous sommes ravis que l'installation se soit bien passée et que vous puissiez profiter pleinement de votre Freebox. Bon gaming! 😊. Transmettez-nous votre identifiant client en message privé, svp.","[""Problème réseau""]",Problème réseau,négatif,2,2,open,Client insatisfait de son débit ADSL à Clermont-Ferrand.,quentik,Technique,Client insatisfait de son débit ADSL à Clermont-Ferrand.,"Bonjour ! Nous sommes désolés pour ce débit insuffisant. Pour vous aider, pourriez-vous nous transmettre votre identifiant client en MP ?",Technique
1844159534023180774,2024-10-09 23:34:30,"Il se passe quoi sur votre réseau ces derniers jours ? Seconde fois de la semaine que je n'ai plus rien ni sur la box, ni sur ma puce mobile. <NL> (Haute Garonne) <PARA> Heureusement que mon boulot me fournit un second tel avec une sim <USER> pour hotspot <PARA> <BRAND:freebox> <BRAND:free> <BRAND:freemobile>","OK, on s’en occupe. Bonjour, nous sommes désolés pour cette désagrément. Pouvez-vous examiner si votre Freebox est bien à jour (paramètres > mise à jour)? Si le incident persiste, un redémarrage complet (bouton arrière pendant 10 secondes) peut aider. Sinon, contactez-nous en MP pour une assistance","[""Problème réseau""]",Problème réseau,négatif,2,2,open,Problème réseau sur Freebox et mobile en Haute-Garonne.,ByGsantax,Technique,Problème réseau sur Freebox et mobile en Haute-Garonne.,"Bonjour, nous sommes désolés pour ces perturbations. Pouvez-vous vérifier si votre Freebox est à jour ? Si le problème persiste, essayez un redémarrage complet. Contactez-nous en MP pour une assistance.",Technique
1844281659354660949,2024-10-10 07:39:47,"<BRAND:free> honteux! <NL> Habitante Juilly, ça fait 1 semaine que je suis sans réseau ni TV, on les appelle, seule réponse : faut patienter car nous n'avons aucune solution. <NL> Je me déplace en boutique,0 solution à part qu'on pourra me rappeler à partir d'aujourd'hui 9h! <NL> toujours aucun rappel !",On regarde cela. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. Envoyez-nous votre n° client en DM pour vérification.,"[""Problème réseau""]",Problème réseau,négatif,3,3,open,Problème réseau et TV depuis 1 semaine sans solution.,DieutreCeline,Technique,Problème réseau et TV depuis 1 semaine sans solution.,Nous sommes désolés pour ce désagrément. Merci d'envoyer votre numéro client en MP pour que nous puissions vous aider rapidement.,Technique
1844293573375905941,2024-10-10 08:27:07,"<USER> <BRAND:free> mais grave, vous foutez quoi <BRAND:free> 4 jours que j'essaye de contacter l'assistance sur WhatsApp, AUCUNE REPONSE, et plus de fibre depuis 1 semaine !!",On active une analyse rapide. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. (thème: []). Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client?,"[""Problème réseau""]",Problème réseau,négatif,3,3,open,"Problème de fibre depuis 1 semaine, assistance injoignable.",GrumoBlog,Technique,"Problème de fibre depuis 1 semaine, assistance injoignable.","Bonjour, nous sommes désolés pour ce problème. Nous allons traiter votre demande en priorité. Merci de nous transmettre votre numéro de ligne par MP.",Technique
1844294504662323229,2024-10-10 08:30:49,"Free <BRAND:free> c'est une arnaque et des escrocs. Évitez de vous abonner chez ce fournisseur. Meme si les tarifs sont attirants. Souvent des pannes sans dédommagement, surfacturations abusives et un service client incompétent ou inexistant.","Super, on regarde. Bonjour, l'offre Max chez Free correspond à notre forfait mobile le plus complet avec des données illimitées, des appels et SMS illimités, ainsi que des service... Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en message privé pour que nous puissions exa","[""Service après-vente""]",Service après-vente,négatif,3,3,open,"Client mécontent : pannes, surfacturations, service client incompétent.",amhr_koubari77,SAV Mobile,"Client mécontent : pannes, surfacturations, service client incompétent.",Nous sommes désolés que vous rencontriez ces difficultés. Pourriez-vous nous transmettre votre numéro de ligne ou identifiant client en message privé afin que nous puissions examiner votre situation et vous aider au mieux ?,SAV Mobile
1844296065408958728,2024-10-10 08:37:02,"Je suis fatigué de <BRAND:free> <BRAND:freebox> . Ça fait un mois que je subis des déconnexions quasiment tous les jours <PARA> Quelle erreur d’avoir quitté Orange, qui a la meilleur ligne de France, pour cette merde qu’est la ligne Free ! <URL>","On s’en charge immédiatement. Bonjour, le réseau Free Mobile couvre une grande partie de la France, y compris la Corrèze. Vous pouvez examiner la réseau local précise sur notre site ou via l'appli Free. 😊 (thème: []). Pouvez-vous nous transmettre en message privé votre numéro de client ou d'envoi po","[""Problème réseau""]",Problème réseau,négatif,3,3,open,"Déconnexions fréquentes Freebox depuis un mois, regret d'avoir quitté Orange.",KenkiEdits,Technique,"Déconnexions fréquentes Freebox depuis un mois, regret d'avoir quitté Orange.",Désolé pour ces perturbations. On va identifier la cause. Veuillez nous transmettre votre numéro de client en MP pour une assistance rapide.,Technique
1844305555873202413,2024-10-10 09:14:44,<BRAND:free> <USER> Quand ma box free saute pour la 3e fois de la soirée haha ^^,"Bonne nouvelle, on s’en occupe rapidement. Merci pour votre retour positif! Nous sommes ravis que l'installation se soit bien passée et que vous puissiez profiter pleinement de votre Freebox. Bon gaming! 😊. Transmettez-nous votre identifiant client en message privé, svp.","[""Freebox""]",Freebox,négatif,2,2,open,Problème de connexion Freebox répétitif en soirée.,ShopeLeLion,Technique,Problème de connexion Freebox répétitif en soirée.,Désolé pour ces interruptions. On va vérifier ça. Envoyez-nous votre identifiant en MP pour accélérer la résolution.,Technique
1844317368979423264,2024-10-10 10:01:41,<USER> <BRAND:free> <BRAND:freebox> ptn jpensais c'était que moi hein mais nn,"Pris en compte. Bonjour, nous nous excusons pour ce délai. Envoyez-nous votre n° client en DM pour vérification.","[""Freebox""]",Freebox,négatif,2,2,open,Client mécontent d'un problème Freebox,sunouille,Freebox,Client mécontent d'un problème Freebox,"Désolé pour ce contretemps. Nous vous remercions de nous avoir envoyé votre n° client, nous allons vérifier cela rapidement.",Freebox
1844319316197638163,2024-10-10 10:09:25,<BRAND:free> vous êtes une vraie blague je vous jure,"On est là pour vous aider, désolés pour le désagrément. Bonjour! Nous sommes ravis de vous aider. Pouvez-vous nous en dire plus sur votre demande concernant votre fille? 😊. Pouvez-vous nous transmettre vos coordonnées en message privé?","[""Service après-vente""]",Service après-vente,négatif,2,2,open,Client mécontent de la réponse du service client.,pxacx4,SAV Mobile,Client mécontent de la réponse du service client.,Désolé pour cette expérience. On va se pencher sur votre problème. Envoyez-nous vos infos en MP.,SAV Mobile
1844335023974989887,2024-10-10 11:11:50,"Je suis passée chez <BRAND:free> pour mon entreprise, le réseau est instable, que ce soit mobile ou internet box et le pompon, j'ai ouvert un ticket à l'assistance depuis 1 semaine et n'ai toujours pas été rappelée. N'allez JAMAIS chez <BRAND:free> !",On teste votre route vers le réseau. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en message privé pour que nous puissions examiner et corriger cela rapi,"[""Problème réseau""]",Problème réseau,négatif,3,3,open,Problèmes réseau et SAV injoignable depuis 1 semaine.,marion_dhm_rh,Technique,Problèmes réseau et SAV injoignable depuis 1 semaine.,Désolé pour ces désagréments. On va accélérer la prise en charge. Merci d'envoyer vos identifiants en MP.,Technique
1844337280946929950,2024-10-10 11:20:48,"<USER> <USER> <USER> Visiblement, c'est l'application <USER> où il y a le décalage... Sur ma TV (abonné chez Free), je n'ai pas ce décalage. Possible de régler ça <BRAND:freebox> ?","Merci pour l’alerte — on va régler ça. Nous sommes sincèrement désolés pour ce contretemps et la réponse qui vous a été apportée, ce n'est pas acceptable. Nous allons immédiatement examiner ce qui s'est passé et revenir vers vous en MP pour vous proposer une solution adaptée. (thème: [""['Reseau/Inte","[""Problème réseau""]",Problème réseau,négatif,2,2,open,Décalage dans l'application TV non présent sur Freebox.,PseudoAbdel,Technique,Décalage dans l'application TV non présent sur Freebox.,Désolé pour ce désagrément. Notre équipe technique examine le problème. On vous contacte rapidement en MP.,Technique
1844337837002588647,2024-10-10 11:23:01,"<BRAND:freebox> 4 mois sans internet chez Free et toujours aucune solution. Aucun suivi, aucune transparence. Comment est-ce possible qu’ils soient incapables de donner une simple date d’intervention ? #FreePanne <BRAND:free>","On lance les vérifications à l’instant. Bonjour, vous pouvez examiner l'éligibilité de votre adresse à la fibre Free en utilisant notre outil en ligne sur le site de Free. Nous déployons progressivement notre réseau, et les mises à jour sont régulières. N'hésitez pas à consulter régulièrement pour s","[""Freebox""]",Freebox,négatif,3,3,open,"4 mois sans internet, pas de solution ni de date d’intervention.",YassineTA6,Technique,"4 mois sans internet, pas de solution ni de date d’intervention.",Nous sommes désolés pour cette situation. Un conseiller vous contactera sous 24h pour résoudre ce problème.,Technique
1844339713811062956,2024-10-10 11:30:28,<BRAND:free> je dois venir signer chez vous ?,"On s’en charge immédiatement. Bonjour, nous n'avons pas bien compris votre message. Pouvez-vous préciser votre demande pour que nous puissions vous aider? (thème: []). Pouvez-vous nous transmettre votre numéro de client en message privé pour que nous accélérions la prise en charge?","[""Autre""]",Autre,neutre,1,1,open,Client demande s'il doit signer chez Free.,InesRavineau,SAV Mobile,Client demande s'il doit signer chez Free.,"Bonjour, merci pour votre message. Pour mieux vous aider, pourriez-vous préciser votre demande et nous transmettre votre numéro de client en message privé ?",SAV Mobile
1844339997240897541,2024-10-10 11:31:36,Je languis… 😒 <PARA> #free #freebox ⁦<BRAND:freebox>⁩ <URL>,"Merci pour votre message. Bonjour, vous pouvez nous envoyer un message privé ici même pour que nous puissions vous aider. 😊. Envoyez-nous votre n° client en DM pour vérification.","[""Freebox""]",Freebox,négatif,2,2,open,"Client mécontent avec sa Freebox, demande d'aide.",BorisBloche,Freebox,"Client mécontent avec sa Freebox, demande d'aide.","Bonjour, nous sommes désolés pour ce désagrément. Envoyez-nous un MP avec votre numéro client pour que nous puissions vous aider au plus vite. 😊",Freebox
1844349679443771656,2024-10-10 12:10:04,<BRAND:free> J'attend toujours que le technicien règle le problème qui fait qu'on a pas internet depuis plus de 24h...,"On active une analyse rapide. Merci pour votre patience. Nous espérons que l'intervention de mardi résoudra votre incident. N'hésitez pas à nous faire un retour après le passage du technicien. Transmettez-nous votre identifiant client en message privé, svp.","[""Freebox""]",Freebox,négatif,3,3,open,"Problème Freebox non résolu depuis 24h, intervention prévue mardi.",AnimeMasterPony,Technique,"Problème Freebox non résolu depuis 24h, intervention prévue mardi.","Bonjour, nous sommes désolés pour ce dysfonctionnement. L'intervention est prévue mardi. Merci pour votre patience.",Technique
1844361759798579532,2024-10-10 12:58:04,<BRAND:free> Quand les techniciens Free doivent raccorder un logement à la fibre. <URL>,"On analyse les derniers logs côté service. Bonjour, pour configurer OpenVPN sur votre Freebox, assurez-vous que le paramétrage réseau est correct et que l'IP publique est bien celle attribuée par Free. Vous pouvez examiner cela dans l'interface de gestion de votre Freebox ou contacter notre support","[""Freebox""]",Freebox,neutre,1,1,closed,Client partage un lien sur le raccordement fibre Free.,nAKAZZ_,Freebox,Client partage un lien sur le raccordement fibre Free.,Merci pour votre partage ! Besoin d'aide pour votre installation fibre ?,Freebox
1844362946417406386,2024-10-10 13:02:47,<BRAND:freebox> Vous êtes au courant que ça va bientôt faire une semaine que j’ai plus d’internet vous reportez votre dépannage au lendemain depuis samedi. Avec tout le respect vous êtes énervant hein.,On regarde cela. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. Envoyez-nous votre n° client en DM pour vérification.,"[""Freebox""]",Freebox,négatif,3,3,open,"Problème de connexion Freebox depuis une semaine, dépannage reporté.",oroshinaha,Technique,"Problème de connexion Freebox depuis une semaine, dépannage reporté.",Désolé pour ce contretemps. Nous allons accélérer le dépannage. Envoyez-nous votre n° client en DM pour vérifier.,Technique
1844375509456781665,2024-10-10 13:52:42,#C8 <USER> sur free tv les paroles sont décalées par rapport aux images : suis je la seule à avoir ce problème ? épisode de Barnaby <BRAND:free>,"Désolés pour la situation rencontrée. Bonjour, nous apprécions votre fidélité depuis toutes ces années. Nous allons étudier votre demande pour une migration vers une Freebox Pop. Pouvez-vous nous confirmer votre numéro de client ou adresse e-mail en MP pour que nous puissions vous aider? (thème: [""[","[""Freebox""]",Freebox,négatif,2,2,open,Problème de décalage audio/vidéo sur Free TV.,didi69220159758,Technique,Problème de décalage audio/vidéo sur Free TV.,"Désolé pour ce problème. Nous allons étudier votre demande. Pour vous aider, pouvez-vous nous fournir votre numéro de client ou adresse e-mail en MP ?",Technique
1844384711717888118,2024-10-10 14:29:16,"<BRAND:freebox> bonjour, un répéteur wifi ça met 1 semaine à arrivé ? Ça fait depuis le 4 octobre que j’ai été prélevée mais rien reçu même pas de message de suivi rien","Nous prenons en charge votre demande. Bonjour, désolé pour ce désagrément. Pouvez-vous préciser le message d'erreur ou le comportement observé? Nous allons vous aider à résoudre cela. Un DM avec votre n° client nous permet d’agir vite.","[""Livraison""]",Livraison,négatif,3,2,open,Délai de livraison anormal pour un répéteur WiFi commandé le 4 octobre.,288_689,Freebox,Délai de livraison anormal pour un répéteur WiFi commandé le 4 octobre.,"Bonjour, nous sommes désolés pour ce retard. Veuillez nous fournir votre numéro de client par message privé pour accélérer le suivi de votre commande.",Freebox
1844404687837200681,2024-10-10 15:48:39,C’est fou ces techniciens fibres <USER> <USER> <BRAND:free> <USER> <USER> <USER> qui ne savent pas rebrancher correctement les prises lors de leurs interventions. <NL> 2 fois cette semaine. 😤,"On s’en charge immédiatement. Nous sommes désolés pour cette situation, @[USER]. Pouvez-vous nous confirmer si ces appels proviennent bien de numéros Free ou de démarchages externes? Nous allons examiner et vous accompagner pour résoudre ce incident rapidement. (thème: [""['Resiliation'""). Pouvez-vou","[""Résiliation""]",Résiliation,négatif,3,3,open,Client mécontent des appels de résiliation et des interventions techniques,Lemateurdabimes,SAV Mobile,Client mécontent des appels de résiliation et des interventions techniques,Désolé pour ce désagrément. Nous allons vérifier ces appels et envoyer un technicien pour régler le problème de fibre. Merci de votre patience.,SAV Mobile
