intent,subintent,tone,urgency_bucket,opener,body,cta,reply,tags,lang,length,source_intent_col,source_theme_col,source_sentiment_col
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,normal,Pris en compte.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous préciser le modèle de votre Freebox et décrire ce qui se passe exactement à l'étape 6 ? Nous allons vous aider à résoudre ce incident.",Envoyez-nous votre n° client en DM pour vérification.,"Pris en compte. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous préciser le modèle de votre Freebox et décrire ce qui se passe exactement à l'étape 6? Nous allons vous aider à résoudre ce incident. Envoyez-nous votre n° client en DM pour vérification.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,normal,Merci pour votre retour.,"Bonjour, nous sommes désolés pour cette incident. Pouvez-vous examiner si la Freebox est bien allumée et redémarrée ? Si le incident persiste, nous allons décle... (thème: [""['Reseau/Internet'"")",Merci de nous donner en DM votre localisation (CP/ville) pour analyser la zone.,"Merci pour votre retour. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous examiner si la Freebox est bien allumée et redémarrée? Si le incident persiste, nous allons décle... (thème: [""['Reseau/Internet'""). Merci de nous donner en DM votre localisation (CP/ville) pour analyser la zone.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neu,normal,Nous prenons en charge votre demande.,"Bonjour, nous sommes désolés pour cette incident. Pouvez-vous examiner si la Freebox est bien allumée et redémarrée ? Si le incident persiste, nous allons décle... (thème: [""['Reseau/Internet'"")","Transmettez-nous votre identifiant client en message privé, svp.","Nous prenons en charge votre demande. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous examiner si la Freebox est bien allumée et redémarrée? Si le incident persiste, nous allons décle... (thème: [""['Reseau/Internet'""). Transmettez-nous votre identifiant client en message privé, svp.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,normal,Merci pour votre message.,"Bonjour, nous sommes désolés pour cette incident. Pouvez-vous examiner si la Freebox est bien allumée et redémarrée ? Si le incident persiste, nous allons déclencher une vérification technique immédiate. Merci de nous confirmer. (thème: [""['Reseau/Internet'"")",Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.,"Merci pour votre message. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous examiner si la Freebox est bien allumée et redémarrée? Si le incident persiste, nous allons déclencher une vérification technique immédiate. Merci de nous confirmer. (thème: [""['Reseau/Internet'""). Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,normal,Merci pour l’alerte — on va régler ça.,"Bonjour, nous sommes désolés pour cette incident. Pouvez-vous examiner si la Freebox est bien allumée et redémarrée ? Si le incident persiste, nous allons déclencher une vérification technique immédiate. Merci de nous confirmer. (thème: [""['Reseau/Internet'"")","Transmettez-nous votre identifiant client en message privé, svp.","Merci pour l’alerte — on va régler ça. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous examiner si la Freebox est bien allumée et redémarrée? Si le incident persiste, nous allons déclencher une vérification technique immédiate. Merci de nous confirmer. (thème: [""['Reseau/Internet'""). Transmettez-nous votre identifiant client en message privé, svp.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",pro,normal,On vérifie et on vous tient informé.,"Bonjour, nous sommes désolés pour cette incident. Pouvez-vous examiner si la Freebox est bien allumée et redémarrée ? Si le incident persiste, nous allons déclencher une vérification technique immédiate. Merci de nous confirmer. (thème: [""['Reseau/Internet'"")",Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.,"On vérifie et on vous tient informé. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous examiner si la Freebox est bien allumée et redémarrée? Si le incident persiste, nous allons déclencher une vérification technique immédiate. Merci de nous confirmer. (thème: [""['Reseau/Internet'""). Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,normal,Merci pour votre retour.,"Bonjour, nous sommes désolés pour cette incident. Nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'état du réseau ici : [lien... (thème: [""['Reseau/Internet'"")",Envoyez un DM avec code postal + modèle d’équipement.,"Merci pour votre retour. Bonjour, nous sommes désolés pour cette incident. Nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'état du réseau ici : [lien... (thème: [""['Reseau/Internet'""). Envoyez un DM avec code postal + modèle d’équipement.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,normal,Merci pour votre message.,"Bonjour, nous sommes désolés pour cette incident. Nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'état du réseau ici : [lien]. Merci de votre patience.",Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.,"Merci pour votre message. Bonjour, nous sommes désolés pour cette incident. Nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'état du réseau ici : [lien]. Merci de votre patience. Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,normal,Merci pour votre retour.,"Bonjour, nous sommes désolés pour cette incident. Nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'état du réseau ici : [lien...",Merci de nous donner en DM votre localisation (CP/ville) pour analyser la zone.,"Merci pour votre retour. Bonjour, nous sommes désolés pour cette incident. Nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'état du réseau ici : [lien... Merci de nous donner en DM votre localisation (CP/ville) pour analyser la zone.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neu,normal,"Bien reçu, on vérifie.","Bonjour, nous sommes désolés pour cette incident. Nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'état du réseau ici : [lien]. Merci de votre patience. (thème: [""['Reseau/Internet'"")",Envoyez un DM avec code postal + modèle d’équipement.,"Bien reçu, on vérifie. Bonjour, nous sommes désolés pour cette incident. Nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'état du réseau ici : [lien]. Merci de votre patience. (thème: [""['Reseau/Internet'""). Envoyez un DM avec code postal + modèle d’équipement.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,long,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",tech,normal,"Bien reçu, on vérifie.","Bonjour, nous sommes désolés pour cette incident. Nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'état du réseau ici : [lien... (thème: [""['Reseau/Internet'"")",Un DM avec votre n° client nous permet d’agir vite.,"Bien reçu, on vérifie. Bonjour, nous sommes désolés pour cette incident. Nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'état du réseau ici : [lien... (thème: [""['Reseau/Internet'""). Un DM avec votre n° client nous permet d’agir vite.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet']""]",neu,low,Compris.,"Bonjour, nous vérifions actuellement les incidents sur le réseau fibre dans votre secteur. Pour Béziers, aucun incident majeur n'est signalé pour le moment. Vous pouvez consulter notre page dédiée aux incidents pour plus d'informations : [lien].",Envoyez un DM avec code postal + modèle d’équipement.,"Compris. Bonjour, nous vérifions actuellement les incidents sur le réseau fibre dans votre secteur. Pour Béziers, aucun incident majeur n'est signalé pour le moment. Vous pouvez consulter notre page dédiée aux incidents pour plus d'informations : [lien]. Envoyez un DM avec code postal + modèle d’équipement.","[""['reseau/internet']""],low,neutre,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet']""]",pro,low,On mobilise l’équipe technique.,"Bonjour, nous vérifions actuellement les incidents sur le réseau fibre dans votre secteur. Pour Béziers, aucun incident majeur n'est signalé pour le moment. Vous pouvez consulter notre page dédiée aux incidents pour plus d'informations : [lien]. (thème: [""['Reseau/Internet']""])",Pouvez-vous nous écrire en message privé avec votre identifiant client ?,"On mobilise l’équipe technique. Bonjour, nous vérifions actuellement les incidents sur le réseau fibre dans votre secteur. Pour Béziers, aucun incident majeur n'est signalé pour le moment. Vous pouvez consulter notre page dédiée aux incidents pour plus d'informations : [lien]. (thème: [""['Reseau/Internet']""]). Pouvez-vous nous écrire en message privé avec votre identifiant client?","[""['reseau/internet']""],low,neutre,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet']""]",neu,low,Nous prenons en charge votre demande.,"Bonjour, nous vérifions actuellement les incidents sur le réseau fibre dans votre secteur. Pour Béziers, aucun incident majeur n'est signalé pour le moment. Vou...",Un DM avec votre n° client nous permet d’agir vite.,"Nous prenons en charge votre demande. Bonjour, nous vérifions actuellement les incidents sur le réseau fibre dans votre secteur. Pour Béziers, aucun incident majeur n'est signalé pour le moment. Vou... Un DM avec votre n° client nous permet d’agir vite.","[""['reseau/internet']""],low,neutre,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet']""]",neu,low,On regarde cela.,"Bonjour, nous vérifions actuellement les incidents sur le réseau fibre dans votre secteur. Pour Béziers, aucun incident majeur n'est signalé pour le moment. Vou...",Pouvez-vous nous écrire en message privé avec votre identifiant client ?,"On regarde cela. Bonjour, nous vérifions actuellement les incidents sur le réseau fibre dans votre secteur. Pour Béziers, aucun incident majeur n'est signalé pour le moment. Vou... Pouvez-vous nous écrire en message privé avec votre identifiant client?","[""['reseau/internet']""],low,neutre,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet']""]",neu,low,Compris.,"Bonjour, nous vérifions actuellement les incidents sur le réseau fibre dans votre secteur. Pour Béziers, aucun incident majeur n'est signalé pour le moment. Vous pouvez consulter notre page dédiée aux incidents pour plus d'informations : [lien]. (thème: [""['Reseau/Internet']""])",Merci de nous donner en DM votre localisation (CP/ville) pour analyser la zone.,"Compris. Bonjour, nous vérifions actuellement les incidents sur le réseau fibre dans votre secteur. Pour Béziers, aucun incident majeur n'est signalé pour le moment. Vous pouvez consulter notre page dédiée aux incidents pour plus d'informations : [lien]. (thème: [""['Reseau/Internet']""]). Merci de nous donner en DM votre localisation (CP/ville) pour analyser la zone.","[""['reseau/internet']""],low,neutre,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet']""]",neg,normal,Pris en compte.,"Bonjour, nous sommes désolés pour cette interruption. Pouvez-vous redémarrer votre Freebox et examiner si le incident persiste ? Si oui, nous allons analyser cela immédiatement. (thème: [""['Reseau/Internet']""])",Un DM avec votre n° client nous permet d’agir vite.,"Pris en compte. Bonjour, nous sommes désolés pour cette interruption. Pouvez-vous redémarrer votre Freebox et examiner si le incident persiste? Si oui, nous allons analyser cela immédiatement. (thème: [""['Reseau/Internet']""]). Un DM avec votre n° client nous permet d’agir vite.","[""['reseau/internet']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet']""]",neg,normal,Navrés pour la gêne occasionnée.,"Bonjour, nous sommes désolés pour cette interruption. Pouvez-vous redémarrer votre Freebox et examiner si le incident persiste ? Si oui, nous allons analyser cela immédiatement. (thème: [""['Reseau/Internet']""])",Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.,"Navrés pour la gêne occasionnée. Bonjour, nous sommes désolés pour cette interruption. Pouvez-vous redémarrer votre Freebox et examiner si le incident persiste? Si oui, nous allons analyser cela immédiatement. (thème: [""['Reseau/Internet']""]). Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.","[""['reseau/internet']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet']""]",brief,normal,Merci pour votre retour.,"Bonjour, nous sommes désolés pour cette interruption. Pouvez-vous redémarrer votre Freebox et examiner si le incident persiste ? Si oui, nous allons analyser cela immédiatement. (thème: [""['Reseau/Internet']""])",Un DM avec votre n° client nous permet d’agir vite.,"Merci pour votre retour. Bonjour, nous sommes désolés pour cette interruption. Pouvez-vous redémarrer votre Freebox et examiner si le incident persiste? Si oui, nous allons analyser cela immédiatement. (thème: [""['Reseau/Internet']""]). Un DM avec votre n° client nous permet d’agir vite.","[""['reseau/internet']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet']""]",brief,normal,Pris en compte.,"Bonjour, nous sommes désolés pour cette interruption. Pouvez-vous redémarrer votre Freebox et examiner si le incident persiste ? Si oui, nous allons analyser cela immédiatement.",Envoyez-nous votre n° client en DM pour vérification.,"Pris en compte. Bonjour, nous sommes désolés pour cette interruption. Pouvez-vous redémarrer votre Freebox et examiner si le incident persiste? Si oui, nous allons analyser cela immédiatement. Envoyez-nous votre n° client en DM pour vérification.","[""['reseau/internet']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet']""]",brief,normal,On regarde cela.,"Bonjour, nous sommes désolés pour cette interruption. Pouvez-vous redémarrer votre Freebox et examiner si le incident persiste ? Si oui, nous allons analyser cela immédiatement. (thème: [""['Reseau/Internet']""])",Envoyez un DM avec code postal + modèle d’équipement.,"On regarde cela. Bonjour, nous sommes désolés pour cette interruption. Pouvez-vous redémarrer votre Freebox et examiner si le incident persiste? Si oui, nous allons analyser cela immédiatement. (thème: [""['Reseau/Internet']""]). Envoyez un DM avec code postal + modèle d’équipement.","[""['reseau/internet']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,low,"Bien reçu, on vérifie.","Bonjour, nous sommes désolés pour cette incident. Pouvez-vous nous confirmer si la Freebox est bien allumée et si les voyants sont normaux ? Nous pouvons égalem...",Envoyez-nous votre n° client en DM pour vérification.,"Bien reçu, on vérifie. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous nous confirmer si la Freebox est bien allumée et si les voyants sont normaux? Nous pouvons égalem... Envoyez-nous votre n° client en DM pour vérification.","[""['reseau/internet'"", ""'box/tv']""],low,negatif,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,low,Désolés pour la situation rencontrée.,"Bonjour, nous sommes désolés pour cette incident. Pouvez-vous nous confirmer si la Freebox est bien allumée et si les voyants sont normaux ? Nous pouvons égalem...",Envoyez un DM avec code postal + modèle d’équipement.,"Désolés pour la situation rencontrée. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous nous confirmer si la Freebox est bien allumée et si les voyants sont normaux? Nous pouvons égalem... Envoyez un DM avec code postal + modèle d’équipement.","[""['reseau/internet'"", ""'box/tv']""],low,negatif,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,low,Navrés pour la gêne occasionnée.,"Bonjour, nous sommes désolés pour cette incident. Pouvez-vous nous confirmer si la Freebox est bien allumée et si les voyants sont normaux ? Nous pouvons égalem...",Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.,"Navrés pour la gêne occasionnée. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous nous confirmer si la Freebox est bien allumée et si les voyants sont normaux? Nous pouvons égalem... Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.","[""['reseau/internet'"", ""'box/tv']""],low,negatif,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,low,Merci pour l’alerte — on va régler ça.,"Bonjour, nous sommes désolés pour cette incident. Pouvez-vous nous confirmer si la Freebox est bien allumée et si les voyants sont normaux ? Nous pouvons égalem...","Transmettez-nous votre identifiant client en message privé, svp.","Merci pour l’alerte — on va régler ça. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous nous confirmer si la Freebox est bien allumée et si les voyants sont normaux? Nous pouvons égalem... Transmettez-nous votre identifiant client en message privé, svp.","[""['reseau/internet'"", ""'box/tv']""],low,negatif,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,low,Désolés pour la situation rencontrée.,"Bonjour, nous sommes désolés pour cette incident. Pouvez-vous nous confirmer si la Freebox est bien allumée et si les voyants sont normaux ? Nous pouvons également examiner à distance si vous nous donnez votre numéro de ligne. #Freebox",Merci de nous donner en DM votre localisation (CP/ville) pour analyser la zone.,"Désolés pour la situation rencontrée. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous nous confirmer si la Freebox est bien allumée et si les voyants sont normaux? Nous pouvons également examiner à distance si vous nous donnez votre numéro de ligne. #Freebox. Merci de nous donner en DM votre localisation (CP/ville) pour analyser la zone.","[""['reseau/internet'"", ""'box/tv']""],low,negatif,reseau/internet",fr,long,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,low,Merci pour l’alerte — on va régler ça.,"Bonjour, nous sommes désolés pour cette situation. Une incident est effectivement en cours dans votre secteur, et nos équipes travaillent pour rétablir le servi...",Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.,"Merci pour l’alerte — on va régler ça. Bonjour, nous sommes désolés pour cette situation. Une incident est effectivement en cours dans votre secteur, et nos équipes travaillent pour rétablir le servi... Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.","[""['reseau/internet'"", ""'box/tv']""],low,negatif,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,low,Désolés pour la situation rencontrée.,"Bonjour, nous sommes désolés pour cette situation. Une incident est effectivement en cours dans votre secteur, et nos équipes travaillent pour rétablir le servi...",Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.,"Désolés pour la situation rencontrée. Bonjour, nous sommes désolés pour cette situation. Une incident est effectivement en cours dans votre secteur, et nos équipes travaillent pour rétablir le servi... Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.","[""['reseau/internet'"", ""'box/tv']""],low,negatif,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,low,On regarde cela.,"Bonjour, nous sommes désolés pour cette situation. Une incident est effectivement en cours dans votre secteur, et nos équipes travaillent pour rétablir le servi...",Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.,"On regarde cela. Bonjour, nous sommes désolés pour cette situation. Une incident est effectivement en cours dans votre secteur, et nos équipes travaillent pour rétablir le servi... Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.","[""['reseau/internet'"", ""'box/tv']""],low,negatif,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,low,Navrés pour la gêne occasionnée.,"Bonjour, nous sommes désolés pour cette situation. Une incident est effectivement en cours dans votre secteur, et nos équipes travaillent pour rétablir le servi...","Transmettez-nous votre identifiant client en message privé, svp.","Navrés pour la gêne occasionnée. Bonjour, nous sommes désolés pour cette situation. Une incident est effectivement en cours dans votre secteur, et nos équipes travaillent pour rétablir le servi... Transmettez-nous votre identifiant client en message privé, svp.","[""['reseau/internet'"", ""'box/tv']""],low,negatif,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",pro,low,Merci pour votre message.,"Bonjour, nous sommes désolés pour cette situation. Une incident est effectivement en cours dans votre secteur, et nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'évolution en temps réel ici : [lien vers le suivi des incidents]. Merci pour votre patience. (thème: [""['Reseau/Internet'"")",Envoyez-nous votre n° client en DM pour vérification.,"Merci pour votre message. Bonjour, nous sommes désolés pour cette situation. Une incident est effectivement en cours dans votre secteur, et nos équipes travaillent pour rétablir le service au plus vite. Vous pouvez suivre l'évolution en temps réel ici : [lien vers le suivi des incidents]. Merci pour votre patience. (thème: [""['Reseau/Internet'""). Envoyez-nous votre n° client en DM pour vérification.","[""['reseau/internet'"", ""'box/tv']""],low,negatif,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Support/SAV/Reclamation']""]",neu,normal,Merci pour votre message.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux ? Nous allons exa...",Merci de nous donner en DM votre localisation (CP/ville) pour analyser la zone.,"Merci pour votre message. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux? Nous allons exa... Merci de nous donner en DM votre localisation (CP/ville) pour analyser la zone.","[""['reseau/internet'"", ""'support/sav/reclamation']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Support/SAV/Reclamation']""]",neg,normal,Merci pour votre message.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux ? Nous allons exa...",Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.,"Merci pour votre message. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux? Nous allons exa... Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.","[""['reseau/internet'"", ""'support/sav/reclamation']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Support/SAV/Reclamation']""]",pro,normal,On active une analyse rapide.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux ? Nous allons examiner votre ligne immédiatement.",Envoyez un DM avec code postal + modèle d’équipement.,"On active une analyse rapide. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux? Nous allons examiner votre ligne immédiatement. Envoyez un DM avec code postal + modèle d’équipement.","[""['reseau/internet'"", ""'support/sav/reclamation']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Support/SAV/Reclamation']""]",neg,normal,Navrés pour la gêne occasionnée.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux ? Nous allons exa...",Pourriez-vous également nous envoyer un message privé avec votre numéro de ligne ou identifiant client ?,"Navrés pour la gêne occasionnée. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux? Nous allons exa... Pourriez-vous également nous envoyer un message privé avec votre numéro de ligne ou identifiant client?","[""['reseau/internet'"", ""'support/sav/reclamation']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Support/SAV/Reclamation']""]",neu,normal,Merci pour votre message.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux ? Nous allons examiner votre ligne immédiatement. (thème: [""['Reseau/Internet'"")",Pourriez-vous également nous envoyer un message privé avec votre numéro de ligne ou identifiant client ?,"Merci pour votre message. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre Freebox est bien allumée et si les voyants sont normaux? Nous allons examiner votre ligne immédiatement. (thème: [""['Reseau/Internet'""). Pourriez-vous également nous envoyer un message privé avec votre numéro de ligne ou identifiant client?","[""['reseau/internet'"", ""'support/sav/reclamation']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,normal,Nous prenons en charge votre demande.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer votre numéro de ligne ou adresse pour que nous vérifiions immédiatement l'état de...",Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.,"Nous prenons en charge votre demande. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer votre numéro de ligne ou adresse pour que nous vérifiions immédiatement l'état de... Indiquez en DM votre code postal et un repère (rue/ville) pour vérifier la couverture locale.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,short,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,normal,On analyse les derniers logs côté service.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer votre numéro de ligne ou adresse pour que nous vérifiions immédiatement l'état de votre connexion ? Nous allons prioriser cette incident.","Transmettez-nous votre identifiant client en message privé, svp.","On analyse les derniers logs côté service. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer votre numéro de ligne ou adresse pour que nous vérifiions immédiatement l'état de votre connexion? Nous allons prioriser cette incident. Transmettez-nous votre identifiant client en message privé, svp.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",brief,normal,"OK, on s’en occupe.","Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer votre numéro de ligne ou adresse pour que nous vérifiions immédiatement l'état de votre connexion ? Nous allons prioriser cette incident.",Envoyez-nous votre n° client en DM pour vérification.,"OK, on s’en occupe. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer votre numéro de ligne ou adresse pour que nous vérifiions immédiatement l'état de votre connexion? Nous allons prioriser cette incident. Envoyez-nous votre n° client en DM pour vérification.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
Reseau/Internet,"[""['Reseau/Internet'"", ""'Box/TV']""]",neg,normal,Désolés pour la situation rencontrée.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer votre numéro de ligne ou adresse pour que nous vérifiions immédiatement l'état de votre connexion ? Nous allons prioriser cette incident.",Envoyez-nous votre n° client en DM pour vérification.,"Désolés pour la situation rencontrée. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer votre numéro de ligne ou adresse pour que nous vérifiions immédiatement l'état de votre connexion? Nous allons prioriser cette incident. Envoyez-nous votre n° client en DM pour vérification.","[""['reseau/internet'"", ""'box/tv']""],negatif,normal,reseau/internet",fr,medium,primary_label,themes,sentiment_label
